rank,PetID,tier,proba_slow,y_proba,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description
1525,e7fae9937,Low,0.470787744640626,0.529212255359374,0,Toothless,1,2,307,2,1,2,2,1,2,1,1,50,2.0,We name her toothless coz she was very timid in the beginning but now very active & only barks for attention. A smart puppy to be adopted.
1526,1e753137d,Low,0.47067449101157854,0.5293255089884215,1,Mr.Champ2,1,36,195,1,4,2,2,1,3,2,1,200,1.0,He very playful and love cuddle.... Minor injured on leg but can walk and run well... Very friendly with human and other pets...
1527,90fb6e125,Low,0.47067198239111385,0.5293280176088861,0,Utih,2,17,264,1,7,2,2,2,2,1,1,200,1.0,"Salam... sy nak letgo kucing Domestic Long Hair dengar kadar yang minimum. Fees hanya RM untuk membeli makanan kucing yang lain. Jantina jantan. Sangat manja. Hanya untuk pencinta kucing yang betul2 boleh jaga sahaja. Jika berminat, sila call dengan kadar segera. Call sahaja.. no SMS ok?"
1528,6e9e0ce30,Low,0.47060213129384254,0.5293978687061575,0,Chuck,1,2,307,1,2,2,1,1,2,1,1,0,2.0,"Eleven puppies!!! That's what a rescued mummy dog produced!One heartless woman dumped the entire family at an industrial area. A Dear soul fished out all of them from the drian. Now this lovely pup needs a caring, warm homes. Chuck is German for A FREE MAN.He is pretty near the tail end & works very hard to compete with the elder brothers.He always look out & see whether we are watching how hard he could fare equally with the eldest. He NEVER let go in their fights. WELL, A fighter here. Do come and see him for your self. CONTACT. Thank you."
1529,bfc46890f,Low,0.47054461030738637,0.5294553896926136,0,Koly,1,3,213,2,1,2,2,3,2,1,1,0,9.0,Koly is a smaller breed dog. Her size is bigger than a persian cat but smaller than a medium size dog. Lovely and intelligent. . If u are interested to adopt pls contact Rachel to view the dog in real life.
1530,d1d9012db,Low,0.47050752459397416,0.5294924754060258,1,,2,7,265,1,1,2,2,2,2,1,1,30,4.0,"We rescued him from a drain near a food stall. We are letting him go so that we can have more space and time for rescuing other strays. He is kept indoor, eats kibbles and is litter trained. He is playful and loves to be stroked. Medium haired and has a long straight bushy tail. He's white and dark chocolate brown. Has yellowish green eyes. The RM30 is donation towards food for the strays. Any interested party, please email me."
1531,29466dcf4,Low,0.4704430900705071,0.5295569099294929,0,Mona,1,3,307,2,2,3,2,1,2,1,1,0,5.0,Smart and obedient puppy No tying or caging for long hour except for precautionary purposes commitment to spay her is compulsory Serious adopter pls call Amy 
1532,af005c575,Low,0.4704017176599934,0.5295982823400066,0,Yogurt,1,48,218,2,2,2,3,2,3,1,1,0,3.0,"Her name is Yogurt... I love her a lot... she is very cute and notty... due to some personal problems, i am not able to take care of her.. i would like to find a good owner for her, love her, and take care of her.. Please do contact me if anyone love her too and wish to take care of her.. thanks.. THANKS..."
1533,bbeecce76,Low,0.4703646055747702,0.5296353944252298,0,-,2,1,241,3,1,1,1,2,2,1,4,0,3.0,"Location: Buntong, Ipoh Salam. Ada sesiapa yang sudi untuk adopt salah satu atau keempat empat adik beradik ni? Kawan tak mampu pelihara pasal udah bela 7 kucing kat rumah. Kawan pny mak akan hantar kucing kesian ni ke pasar kalau takda org nak kucing ni. .skrang tinggal warna brown yg jantan aje... .Pick up sendiri/ boleh hantar ke area dekat Kalau minat sila pm Facebook atau wechat secepat-cepatnya. Thank you! p/s:Im not sure the breed so simply choose."
1534,cccd87749,Low,0.4703372071489592,0.5296627928510408,0,Kris,1,2,307,2,1,2,1,1,2,1,1,0,1.0,"//Update : Kris has been adopted on 01 March by Abby. Thank you for giving Kris a loving and for choosing to adopt// Kris together with her 2 other sisters were left in a box and dumped by the pavement. She is a sweet little girl that deserves all our love. She is playful, happy and certainly a great companion to elderly and young kids. Here is our adoption requirement : a) Kris must be spayed when she reached her maturity b) Adopter must be an animal lover and preferably have experience in handling dog. c) No long hour of caging or tied on leash. d) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) e) Walk her regularly with plenty of exercise f) Provide progress update and add us on facebook g) This is a non-transferrable case. If you wish to surrender Kris, please seek our permission as the dog's well-being is our utmost priority If you are interested to enquire more on Kris, please contact me"
1535,dc3ebf72a,Low,0.4703022367020475,0.5296977632979525,1,The 4 Kitties!,2,2,266,3,1,2,1,1,2,1,4,0,4.0,Rescued these 4 lovely kitties on / from a roadside gutter. Mommy cat nowhere to be found. They were in good condition (apart from spilling the bowl of tuna all over themselves!) and are quite friendly. Taking them to vet to do all the basic kitty vaccinations. Please consider adopting them as a group or individually. Only if you are serious and can provide them with a good home and love for life. Much thanks and love from The 4 Kitties!
1536,dac60bd9c,Low,0.47028268244442306,0.5297173175555769,1,Hannah,1,3,141,2,2,2,1,3,2,1,1,0,1.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. Interested to adopt pls contact Rachel
1537,e1a2d9477,Low,0.4702089184569591,0.5297910815430409,0,Lotus - Golden Retriever Mixed,1,5,109,2,5,2,2,1,2,1,1,0,11.0,She is playful & loves attention. She is extremely alert & obedient. She has nice soft cream color coat. A wonderful companion to have. All she needs is a loving home. no tying up / caging please. Adopters must be willing to vaccinate & spay her. everydoghasitsday09.blogspot.com
1538,dbcf45977,Low,0.4701938753966871,0.5298061246033129,0,Phil,2,10,285,1,1,3,3,3,2,1,1,0,5.0,he is very friendly and kind eat a lot and like to rest most of the time. litter trained and very domestic.
1539,09c629b05,Low,0.47006907251582053,0.5299309274841795,1,,2,5,265,2,2,2,2,2,2,1,1,0,5.0,Hi~! i found the kitty on the street.she has necklace on her neck.im not sure she is abandon by someone or lost.anyone willing to adopt this kitty please contact Mdm  Thank~!
1540,f15d587a7,Low,0.4699902030461691,0.5300097969538309,0,Love And 2 Kittens,2,1,242,3,1,1,2,1,3,1,2,0,3.0,"I've had Love since she was a week old kitten. I fed and nourished her for 2 years. She gave birth to some really adorable kittens . Love is like a human cat - she has intense conversations with people. She's a loving soul - super healthy. Her kittens are super healthy as well. Everyone is litter trained and fully indoor cats. If you would like to adopt, please take Love and her kittens together. The kittens are still dependant on her for milk. I feed good quality biscuits mixed with wet food to Love and only wet food to her babies. Please call or whatsapp if interested"
1541,5b26ccfdf,Low,0.4699652384588753,0.5300347615411247,1,Chinny,1,3,307,1,1,2,2,1,2,1,1,50,1.0,A very macho n reserve pup who set a limit a for all his activities. He needs a loving home.
1542,3ce0f0aa5,Low,0.4698774335648739,0.5301225664351261,1,Shiloh,1,2,307,2,1,1,1,2,3,1,1,0,4.0,"Just like her sister Rio, Shiloh is playful too!! She's also toilet trained. Does her business only on newspapers. Very loving and very adorable. I hope she finds a good home"
1543,50e061767,Low,0.4697147007009327,0.5302852992990673,1,Chuan Chuan And Kow Kow,1,2,307,1,2,2,1,1,2,1,1,0,10.0,"2 cute look-a-like, active and adorable. Adopter must be willing to spay and vaccinate the pups."
1544,fff24fcb5,Low,0.46966816912252396,0.530331830877476,1,Sheenie,1,4,141,2,1,2,2,1,2,1,1,0,2.0,V beautiful and lovely puppy wth a smiling face looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy
1545,10eea956d,Low,0.4695633206770905,0.5304366793229095,1,Ginger,2,4,266,1,3,2,1,1,2,1,1,0,7.0,"We were walking in the Georgetown city centre on a Friday night () and came across a poor little ginger kitten. It was malnourished and had a virus so bad that I initially thought it was abused. We offered it food and water but it was too weak to accept it. We knew that it would most likely die of hunger with the state it was in, so we brought it to the veterinary clinic. Since then we have nursed it back to health and brought it back to KL with us. What I have noticed that it is like no other streetcat I've seen before - friendly, cuddly, curious, supercool, overall a lovely character. You may have heard it all before but he is quite a special one! He is now fully recovered from his wounds. We have also dewormed and defleaed him, and his fur is purrfectly beautiful. We are now progressing him with the best vaccination possible. We need to leave the country within the next 2 weeks, so we urgently need to find him wonderful owners who will love him and take care of him. Ginger's hobbies are: football, hunting, extended naps with humans, cuddle big time, getting bellyrubs, and eating!"
1546,ac0cedc9c,Low,0.46955745046577724,0.5304425495342228,0,Yoda,2,4,265,1,1,2,2,3,3,1,1,0,2.0,"i was named after master yoda simply because at birth i strangely bore a similar resemblance to him and, escaped death many a time! i'm a survivor & an affectionate one too."
1547,a24a102b1,Low,0.46953777914649775,0.5304622208535023,1,Fuji,1,2,307,1,1,2,1,1,2,1,1,0,8.0,"Little Fuji is very very playful, brave and active. He will run out immediately from the play pen once set free. Cute and extremely smart. A very tough boy, sole survival of the litter of 6. Good health condition."
1548,ac809f1ba,Low,0.46948762075823447,0.5305123792417655,1,Culat,2,3,266,2,1,1,1,1,2,1,1,0,5.0,"Hi, My name is Culat. I was rescued by a kind human when I was trying to cross 3 lanes road. I was so afraid at that time and all I could think is to cross the road.I want to search for my mum. She picked me up and hold me gently. I remembered feeling so comfortable and safe. She said to me that it was so dangerous to cross a road plus it was green light turn. I didn't know what green light is but likes the way she treated me. She and her friend took me home and gave me a good bath. Since then I have a place to call home and feel so happy .I have a playmate and her name is Debby. I love to play with Debby. But when I want to sleep, I will search for my big brother, Abg Don. I love to snuggle with him ;)"
1549,8ab904da2,Low,0.46941994898852635,0.5305800510114737,1,Chinny (pls Read Below),2,3,266,2,2,1,1,3,3,1,1,30,8.0,"Adoption fee is to cover up clinic expense. (receipt will be shown) Contact me ONLY if you are serious of adopting her. Please ask permission from the people around you. This is a long time commitment just like raising children. ""Please remember that these are living souls. They need consistent care, attention and boundless love. They will grow up, make messes and trouble, they will cause you to spend some money on their food and medical but they will love you if you love them equally. If you are serious about adopting a family member and you are willing to spend time, money and effort to take care of the kittens then by all means contact me and I will be glad to give them to you. I will be expecting for updates till I feel they are in a good home."" .............................................................................................................................. - She is a pretty cat with light tabby fur coat. Her coat is slightly diluted so she seems more greyish than brown. - She was rescued on the street by a friend but she is so so human friendly for a street kitty! - Was found very thin and I think she cried a lot..her voice is very rusty or maybe its just like that. - I have dewormed her and have done checkups to see if she has an infection or prarasites. Eats and plays very fine now! - She has minor injury on her chin (thus her name lol) - please refer to images. It is healing. - Again, she is VERY VERY human friendly. She loves to cuddle and sleep right beside me or behind me when I do my work. I go out and come back to find her on my pillow. She calls to sit with me when she's bored playing. - Please make sure to be a responsible owner for this lovely kitty. Bring her for with vaccination. This is crucial and please spay/neuter when the time is right to reduce the homeless strays we have. - I am in Bandar Utama. I prefer whatsapp but calls and messages are fine. :)"
1550,a1b3dafc9,Low,0.46937910314090414,0.5306208968590959,0,Katniss,1,1,307,2,1,2,1,2,2,1,1,0,1.0,Katniss is beautiful with silky black fur. She's the most active in the litter and loves playing with ribbons.
1551,0b501f1d8,Low,0.46914816221304834,0.5308518377869517,0,Sarsi,1,4,78,1,1,2,2,1,2,1,1,0,3.0,Lovely puppy looking for a forever home. If u are interested to adopt pls contact Amy
1552,f4415e636,Low,0.46912811558909795,0.530871884410902,0,Stitchy,1,3,307,1,1,2,1,1,2,1,1,0,2.0,Stitch is a friendly dog & get well with kids
1553,05fb5b403,Low,0.4690988911850561,0.5309011088149439,0,Willy,1,1,307,2,2,2,1,2,2,1,1,50,1.0,Willy was found at Tesco Puchong & looking for loving home.
1554,eded59b25,Low,0.469067882728585,0.530932117271415,1,Nala,1,2,307,2,2,2,1,1,2,1,1,0,3.0,Very cute puppy looking for home sweet home. Not tying or caging for long hours except for precautionary purpose. Commitment to spay is compulsory. Interested to adopt pls call me.
1555,0e736f310,Low,0.4690624120119756,0.5309375879880244,0,White Spitz Mix,1,12,213,2,7,2,2,3,3,1,1,0,4.0,"Seeking adopters for this sweet girl. She was found abandoned and a kind neighbour took her in, now she needs her forever home! Looks like a young spitz mix, sweet natured and gets along well with other dogs. Conditions to adopt - please spay her, promise to take on daily walks and no tying up or caging. Please call Tracy at to meet her."
1556,244cca93e,Low,0.46905696012949627,0.5309430398705037,0,Brownie,2,4,265,2,1,2,2,2,2,1,1,0,3.0,"This is female kitten from our DSH cat,Tuti. The fur not so long but so soft and fluffy!! Just like rabbit fur! inherit from the her papa. I love her soooo much, one of my favorite cat. But one i day i know i will have to let her go.huhuhu~ Whoever interested to adopt may contact me. thank you."
1557,d76c4ec1e,Low,0.46902117496462425,0.5309788250353757,1,Bobby,1,15,72,1,2,1,1,1,2,1,1,0,3.0,"Bobby is a pembroke welsh corgi. Very handsome and intelligent dog who knows a few tricks like sit, hand, jump etc."
1558,38fd4509d,Low,0.46900520223116116,0.5309947977688388,0,Kourtney & Khloe,1,0,307,2,2,2,1,1,2,1,1,0,1.0,"Kourtney and Khloe are sisters, who were born at an orang asli settlement in the islands. Their owners could not care for them anymore, and passed them to us in hopes that they would find better homes in the city. Both are bounding, bouncing, brilliant pups - they can wrestle, run, play non-stop for hours - and then they will pass out and sleep peacefully for the next few hours. Please adopt from SPCA."
1559,fc948a166,Low,0.46898534297535754,0.5310146570246425,1,Baby Baby,2,1,265,3,1,1,2,2,2,1,5,0,1.0,Please adopt them. I have so many already. Can't manage to take care. Please do contact me should you willing to help them. They are too cute.
1560,8b5a5458e,Low,0.46893435054290433,0.5310656494570957,1,Gunner,1,24,189,1,1,3,1,3,1,1,1,0,2.0,Friendly Rottweiler looking for a forever home. Alrdy neuter. If u are interested to adopt pls contact Rachel
1561,ae0076e01,Low,0.46893305080182324,0.5310669491981768,1,Max Boy,1,2,307,1,1,1,1,2,2,1,1,150,4.0,Fees are collected for spaying the dog. Max boy is a strong pup.. He is very active and very alert. Mama is a small breed.
1562,02126e289,Low,0.46878610638203266,0.5312138936179673,1,Whitey,1,3,307,1,2,2,1,2,2,2,1,0,5.0,"A group of veterinary students has found this injured puppy from UPNM and currently taking care of him. Whitey was found with multiple maggot wounds, emaciated and was infested with flea. After 2 weeks of nursing care and wound cleaning, whitey has transformed into a happy and active puppy. We sincerely hope to get an adopter who is willing to take care of Whitey as he still need daily wound cleaning in order for his wound to heal completely."
1563,2f4eb5847,Low,0.4687285993689865,0.5312714006310135,1,Appe,1,24,189,2,1,4,1,1,1,1,1,0,2.0,"Pure breed Rottweiler rescued fr breeder. Alrdy spayed, vaccinated and deworm.Ready to go to a home. Friendly but will bark at strangers. Adopter must hv a big compound for her to run as she is a big dog. Reimbursement of some medical expenses is required upon adoption.If you are interested to adopt pls contact Amy "
1564,00904fc2c,Low,0.46871998641360835,0.5312800135863917,0,Mee Oww!(Sayang),2,3,266,1,2,1,1,1,1,1,1,0,2.0,"This cutie pie was found in the middle of LDP highway, curled up into a tiny ball. He was extremely lucky as I had recently seen a dog get caught on that same shoulder but it managed to get off the highway. I thought to myself how sad it wold be if another animal got stuck there. Just then, I looked out my car window saw a tiny ball of fur the size of a tennis ball. He looked up for a quick second and I saw his eyes wide open in fear. I had to do something about it. I managed to catch him and took him home with me. Since then, he's been vaccinated, dewormed and kept indoors with us. He's very playful, but not destructive and is very friendly with other pets (dogs and cats). Very loving and independent, and is very easy to please. He purrs the moment you touch him and looks at you with the most loving eyes in the world! Can someone please come and give him a good home? I can do spaying and neutering if the adopter is willing to share with the costs."
1565,d38fca349,Low,0.46868126259799747,0.5313187374020025,0,,1,0,49,3,1,1,2,2,2,1,8,0,5.0,"Hi, Around 2 mths ago got a female puppy came to my house area, don't know who throw her out, she is very friendly so we decided to keep her, after around 1.5 weeks we only found that she already pregnant & around 1.5months she stay in my home and finally give birth 8 cute puppies on 2 july . I really don't know she were already pregnant when she came to my house area. so now i need someone who kind hearted to adopt those pity puppies cause my house really no space for them if those puppies growing bigger. Got 4 males & 4 females, maybe their dad is bull dog cause some of their face look like a bull dog face. >.< Now those puppies are still need care from their mum, so when they become independent and know to eat by self, hope i able to find a better home to all of them. We decide to spay the female once the pups have been weaned off her milk. Anyone who interested might come to my house to take a look 1st, if you decide to take 1, you can take him or her after they can live without their mother. I also can send the pup to anywhere that i know how to go. You can just contact me if you want to come and have a look, really hope kind hearted persons can provide them a better home & life. Thanks!! **p/s: can't upload much picture here so if you want to see specific pup please let me know and i will give you the picture, thanks.."
1566,bd6a6d0dd,Low,0.4685948111805247,0.5314051888194753,1,Tiger Lily,2,4,266,2,3,1,1,1,2,1,1,0,4.0,"Tiger Lily is absolutely adorable. She is the sweetest natured cat we have ever had. She is very playful but is also the perfect lap-cat as she loves to sit on your knee and be stroked. She is very healthy and very clean. She has been vaccinated. She is litter trained and is used to other cats and dogs. We are looking for a quiet home for Tiger Lily with one other young cat as she loves to play. Tiger Lily must be spayed. Please get in touch if you can offer Tiger Lily a loving, caring, 'forever' home."
1567,5925cf3fa,Low,0.4685145562521206,0.5314854437478794,1,Husky,1,17,119,1,1,2,2,2,2,1,1,0,3.0,"A beautiful young Husky is looking for a loving home. He is friendly and have special love for children. Living Needs - Adopter ideally needs to have large compound for the dog to run around. - We recommend to keep him in an airy condition and preferably indoor with an area of his own. - He craves for companion and loves to spend time with human. - Regular exercise is required - Please feel free to research more on Husky and their living style. You may also consult vet for advice. Adoption requirement : a) We don't charge for adoption fee but we seek for kibbles to be donated to our food supply in feeding the strays. 3 bag of combo at RM each and you may donate more if wish to. b) Neutering and vaccination will be done before surrender to adopter. This fee shall be borne by adopter. c) Adopter must be an animal lover and preferably have experience in handling dog. d) No long hour of caging or tied on leash. e) Provide necessary medical attention f) We would like to visit your house and surroundings before confirming the adoption. You can view the dog before deciding. Trial adoption is available.** If you keen to find out more, please contact me. ** Subject to terms and condition Update : Thank all for your interest. We have received overwhelming response. Adoption request is closed and we are happy to find him a good home. His new parents loved him and we wish Gatsby all the best and lead a happy life forever. We have other dogs and will be ready for rehome soon. Please favourite us."
1568,bd763ab11,Low,0.4684302411086878,0.5315697588913122,1,Hei Hei(CROSS BRED DOG)-10/8,1,4,307,1,1,3,2,1,1,1,1,0,2.0,CROSS BRED DOG for adoption Free. My son get his puppy from his friend and we unable to take care of him.
1569,64f06dc3b,Low,0.4683767400401011,0.5316232599598989,1,Ammani,1,36,205,2,1,1,3,1,2,1,1,0,2.0,"Ammani was rescued from the streets (Taman Kasawari, durian tunggal, melaka). I have vaccinated her and according to the vet, she might be 2-3 years old, recently given birth, has slight skin problem, otherwise very healty dog. She has lost her fur on the back due to skin problem but now after treatment seem to be getting better as there is hair growth. It might take 2-3 months for her to recover fully. Very playful and active. If anyone out there could take good care of her and give her a life, please don't hesitate to contact me."
1570,e19ee42ce,Low,0.4682639029752286,0.5317360970247714,1,Little One,1,1,307,2,2,1,1,2,3,1,1,0,4.0,Found this little angel amongst a group of strays near my home at Taman Seputeh. Happy little pup and I'm sure she would brighten anyone's life. I already have 2 big dogs and I live in a condo so it'll be a big crowd if we took in another one.
1571,ceec02726,Low,0.46823388338933736,0.5317661166106626,1,Eagle,1,2,307,1,2,2,1,1,2,1,1,0,3.0,Beautiful puppy looking for a home. Interested to adopt pls contact 
1572,e42a8863f,Low,0.4681636045942462,0.5318363954057538,1,Champ,1,2,307,1,1,2,1,3,2,1,1,0,1.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt. Pls contact Joyceline
1573,4168bfd52,Low,0.4681358212519421,0.5318641787480579,0,Cary,1,3,141,2,2,2,1,1,2,1,1,0,2.0,Very lovely and good nature puppy looking for a home sweet home. All her siblings already found home because they are male. Now is the time for her to get a home. Actually many people don't understand that female dogs after spayed are actually better than male dogs. Easier to train and they do not have the problem of marking territories. Male dogs usually will raise their leg and pee here and there everywhere. Experience dog owners who keep both gender of dogs b4 will choose to keep spayed female dog. Commitment to spay her is compulsory. Interested to adopt pls contact 
1574,fd39fef15,Low,0.46812585611440993,0.5318741438855901,0,Junie,1,1,307,2,1,2,2,1,2,1,1,0,9.0,Her pregnant mother was dumped together with her pregnant sister at a field at Subang Jaya. They both escaped from MPSJ dog catcher and seek help from a family nearby. We rescued them and and both of them give birth at a vet clinic in Subang Jaya. Junie is cute and intelligent. No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call me.
1575,8f38dbd18,Low,0.4681165464945767,0.5318834535054233,1,Harty,1,2,307,2,2,2,1,3,2,1,1,0,9.0,"Adorable, playful, adventurous and curious. With heart shaped patches on her body, she reminds us of love and compassion to all her furry kind. No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call "
1576,5b55086b6,Low,0.4680168060926748,0.5319831939073252,1,Tam Tam,2,3,266,1,1,2,1,1,2,1,1,70,1.0,Very active and cute. Can get along with any person or cats (almost). It will melt ur heart. Enjoy catnip toys very much.
1577,307c5ca84,Low,0.46800566411621414,0.5319943358837859,1,,2,1,299,3,2,2,2,1,1,1,3,50,5.0,"Mia was a stray cat adopted when she was heavily pregnant. Gave birth to 2 kittens, Puci and Pupu. They are healthy, playful, active and toilet trained. We will spay, vaccinate and deworm in Nov once babies are fully weaned. And adoption will be available in Nov. You may take all 3 or one kitty. Adoption is for free. We're looking for adopter who love cats and willing to take proper care of these lovely kitties and give them loving home:) Please contact me if you're interested. Adopting these cats would give us space to rescue and foster other cats in needs. #adoptdontbuy"
1578,66dbc2985,Low,0.4679849793265156,0.5320150206734844,0,Donnie,2,4,266,2,1,2,2,2,2,1,1,0,2.0,Rescue cat for adoption. Very friendly and in need of a home. Location is in Shah Alam. There are no adoption fee but adopter must: - VACCINATE and NEUTER/SPAY cat when they are old enough - Keep cat INDOORS and NOT CAGED - NO COMMERCIAL FOOD because it is not good for their long term health - Add rescuer on Facebook for REGULAR UPDATES - Live in an residential where PETS ARE ALLOWED Absolutely NO BREEDERS allowed. There are too many homeless cats out there already. Please consider carefully before adopting. A cat is a LIFETIME COMMITMENT. Please e-mail if interested. Thank you.
1579,09bc86c05,Low,0.4679474886148651,0.5320525113851349,1,Charlie's Angels~,1,1,307,2,1,2,1,2,2,1,3,0,20.0,"Somebody abandoned these 3 female 1 month old puppies near the monsoon drain... The puppies do not have teeth yet; they should still be milking... They are able to drink milk from container and eat biscuits (softened in water). Can't foster them as i already have 5 dogs, 2 of which are adopted...1 puppy.. So now the 3 poor lil puppies are temporary in a make-shift box house where they were abandoned. PLEASE help find a home for them or help foster them so they stay healthy! 18 Jan - Fatty black showing signs of teething. Spotty seems to be more adventurous ! Please help spread the word, thanks!"
1580,8f32c880e,Low,0.46790166178275894,0.5320983382172411,1,Beano,1,1,307,1,1,2,1,3,3,1,1,0,4.0,Cute puppy looking for home sweet home. If you are interested to adopt pls contact Amy
1581,ca35f4b19,Low,0.4678610781594299,0.5321389218405701,1,Shadow,2,3,266,2,1,2,1,2,2,1,1,0,1.0,3 months old. Ready for new home.
1582,4edc9ecc5,Low,0.4677290174019636,0.5322709825980364,1,Mojo,1,12,173,2,1,2,1,1,2,1,1,0,5.0,"dog's name is mojo.very loving and quiet pitbull,knows all the basic command and good with children and needs a caring home.Mojo is very active.giving away for adoption with no charges.vaccination and dewormed.will provide cage and dog leash.please contact me ."
1583,474db10df,Low,0.467724300980619,0.532275699019381,0,Lil B,1,2,307,2,1,2,1,2,2,1,1,0,3.0,Rescued from the street. Was all alone and in poor condition. Sent her to vet for full treatment and she is now an active healthy little puppy. She needs a loving home as I can't keep her because I live in an apartment.
1584,29eda0717,Low,0.46767086638608446,0.5323291336139155,1,Bingo,1,2,307,2,1,3,2,1,2,1,1,0,6.0,Rescue puppy born by a Spitz mother but we do not know who is the father. She looks like either a Rottweiler or Pincher mixed. Active and intelligent. Commitment to spay her is compulsory.
1585,ea3c51eb3,Low,0.46764529188314374,0.5323547081168563,1,,2,1,266,2,1,1,1,2,2,2,6,0,2.0,"We found a litter of 6 kittens lost nearby our home and rescued them but we cannot afford to take care of them so we're hoping to find them homes as soon as possible. Four of the kittens are very healthy and playful. The other two however are smaller in size and are weaker compared to the other four. One has discharge in its eyes (which we have been constantly cleaning every time the eyes start to form the discharge) and the other is the smallest and weakest among all the kittens, is blind on its left eye and has a tough time consuming any food. I won't be in Malaysia around the mid of next month, as I am going overseas to further my studies, so I hope someone could accommodate at least one; or if possible, the whole lot. UPDATE: We've sent them to the vet for a basic check up and they happen to have caught a mild flu. But the doctor gave us some antibiotics and eye drops (for the one with discharge). They are also dewormed and the vet did a random heart worm check on one of the kittens and it came back negative. So they are basically getting better in health now and as of today, they look better and are more active."
1586,99daba941,Low,0.46760940023414543,0.5323905997658546,0,Blackie,1,2,307,1,1,2,1,2,2,1,1,0,1.0,"I have a cure, lovable and active Male puppy who is in need of a loving home. I cant keep him as i have 2 bigger dogs who are not fond of puppies. Please help me find a nice owner. Tq."
1587,6dbed5324,Low,0.46747801799701294,0.5325219820029871,1,Bessy,1,24,19,2,2,2,1,3,3,1,1,0,1.0,Found abandoned by the roadside near a bus stop. Very friendly and lovable. Pls call Alice at.
1588,01c3c09df,Low,0.46745045073864966,0.5325495492613503,0,Milky,1,2,307,2,2,2,1,1,2,1,1,0,4.0,Milky is one of the rescued pup by Uncle Wong from Ulu Langat. No mama dog is seen. Milky is super adorable. Very quiet and love human touch. Please call up to make appointment. Adopter must be willing to spay and vaccinate the pup.
1589,4d98e5623,Low,0.46740796338619794,0.5325920366138021,0,Lola,1,2,307,2,1,2,1,1,2,1,1,0,2.0,Mother dog was rescued and gave birth to 8 puppies. Mother and all puppies are now at foster home and in good condition. Interested please call Samantha .
1590,b525ee190,Low,0.4673548956229313,0.5326451043770687,1,Terrier & Poddle,1,84,231,2,7,2,2,3,3,2,2,400,2.0,"we are require for Dog neutered Poodle is old about 7 years old with Uterus lump which is the owner now unable to effort the medical bill Westie is at 4 years old which is staying together with poodle for 3 years time The owner hope the adopter can adopt both of them as they are staying together quite sometime Adopter need to allowed us for visit in future and need to pick up both furkids at Klang Please take note , no student and please consider clear before you make the adoption The adopt fees is include a stainless steal big cage"
1591,c2109fcac,Low,0.4672892906733149,0.5327107093266851,1,Jenna,1,2,307,2,2,2,1,1,2,1,1,0,4.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Joyceline
1592,3b1976326,Low,0.46728029454211195,0.532719705457888,1,Butter,1,1,307,2,1,2,1,1,2,1,1,0,6.0,No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call me
1593,856005eae,Low,0.46727195048162706,0.5327280495183729,1,Ordinary Brothers,2,3,266,1,1,2,1,1,2,1,2,200,5.0,"Refundable adoption fee: RM each The adoption fee is a deposit to ensure the kitten is neutered when he is 6 months old, arrangement can be made between my vet (Hands & Paws) in Sunway Mas (near Aman Suria) or your own vet. I’ll refund you after the surgery if you choose to send him/her to your own vet; OR I’ll settle the bill and return the balance to you if you choose to send him/her to my vet NOTE: I’ll not compromised to have them unneutered, therefore, the adoption fee is a must and will return the balance to you once they are neutered (Basically it is a free adoption because the adoption fee is refundable) 3 kittens found at the road side on the way back from Cameron Highlands, 1 of them found dead ran over by car and the remaining 2 kittens were rescued. They are just ordinary looking kittens, no fancy or any feature of pure breed mixed, but they too deserve a good home. Please consider to give them love despite their ordinary look =) All animal deserve love from us."
1594,50d766c25,Low,0.4671998265354713,0.5328001734645287,1,Tiny Three,2,0,266,3,1,2,1,2,2,1,3,0,2.0,The three babies and Mummy cat was dumped at my doorstep in a box. Please sign up to bring them home in 1 months time! Thanks!
1595,7117385a0,Low,0.467099836596116,0.532900163403884,1,Daschund,1,12,75,1,1,2,2,3,3,1,1,0,1.0,"Friend found the Black Male Dachshund wondering near his house at Taman Bukit Anggerik/Taman Delima, Cheras on 18th April . Location shown at google map of my profile. Very well behaved dog, well groomed and we believe is a lost dog. Do not know the exact age or name. There was no collar found on the dog but its fur does show that it was wearing a collar previously. Please contact me or Samuel at for more information! Thank you!"
1596,9bd70dc2b,Low,0.4670209336190825,0.5329790663809175,1,Brinda & Daisy,1,1,307,2,1,1,1,3,3,1,2,0,5.0,"Two beautiful puppies for an adoption. I'm finding for a responsible and caring person to take care of these puppies. Both are female by the age of 1 Month and was found nearby wastage area. You may call me or text me at (Rishen)(Balan) Please help me to share this. Location for adopt this puppies at Cheras, Selangor"
